"lat","long"
51.5108272,-0.1368394
51.5151637,-0.1620434
51.517858,-0.1671549
51.517858,-0.1671549
51.517858,-0.1671549
51.517858,-0.1671549
51.517858,-0.1671549
51.517858,-0.1671549
51.513759,-0.1115412
51.4931055,-0.149751
51.5119624,-0.1254428
51.5107563,-0.1244917
51.5107563,-0.1244917
51.5107563,-0.1244917
51.5107563,-0.1244917
51.5107563,-0.1244917
51.5107563,-0.1244917
51.5107563,-0.1244917
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5098091,-0.1310284
51.5141878,-0.1349727
51.513268,-0.1241002
51.513268,-0.1241002
51.5126553,-0.1212141
51.5126553,-0.1212141
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5101172,-0.1333568
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.5094945,-0.1299477
51.509155,-0.1312153
51.5154512,-0.1406854
51.5154512,-0.1406854
51.5154512,-0.1406854
51.5154512,-0.1406854
51.5145103,-0.1460328
51.5145103,-0.1460328
51.4881906,-0.1381329
51.5094765,-0.1269071
51.5094765,-0.1269071
51.5094765,-0.1269071
51.5094765,-0.1269071
51.5094765,-0.1269071
51.5094765,-0.1269071
51.5094765,-0.1269071
51.5106864,-0.1339126
51.5106864,-0.1339126
51.5106864,-0.1339126
51.5106864,-0.1339126
51.5106864,-0.1339126
51.5106864,-0.1339126
51.5109226,-0.1287074
51.5109226,-0.1287074
51.5109226,-0.1287074
51.5109226,-0.1287074
51.5109226,-0.1287074
51.5109226,-0.1287074
51.5109226,-0.1287074
51.5136017,-0.1213481
51.4995765,-0.135656
51.5084716,-0.1317242
51.5084716,-0.1317242
51.5084716,-0.1317242
51.5203508,-0.1413947
51.5203508,-0.1413947
51.5116948,-0.194033
51.5179152,-0.1358704
51.4948511,-0.128055
51.506317,-0.1523064
51.5246206,-0.2001094
51.5088869,-0.1352758
51.4943307,-0.1473808
51.4943307,-0.1473808
51.5169093,-0.139863
51.5115757,-0.126245
51.4953633,-0.1291577
51.4953633,-0.1291577
51.5257408,-0.1870042
51.5257408,-0.1870042
51.5142171,-0.1345536
51.5205388,-0.1638199
51.5156704,-0.1645453
51.4953356,-0.1535061
51.4953356,-0.1535061
51.5129165,-0.1632581
51.5129165,-0.1632581
51.5129165,-0.1632581
51.5151735,-0.1939386
51.5151735,-0.1939386
51.5127936,-0.139483
51.5127327,-0.1277396
51.5127327,-0.1277396
51.490374,-0.1462504
51.490374,-0.1462504
51.5145103,-0.1460328
51.5145103,-0.1460328
51.5145103,-0.1460328
51.5145103,-0.1460328
51.5145103,-0.1460328
51.5145103,-0.1460328
51.5145103,-0.1460328
51.4959367,-0.1414665
51.5150191,-0.1506069
51.5150191,-0.1506069
51.508929,-0.1441656
51.508929,-0.1441656
51.508929,-0.1441656
51.5229856,-0.1602147
51.4939619,-0.139991
51.5105216,-0.1374139
51.5188446,-0.1599349
51.5159427,-0.1930866
51.5159427,-0.1930866
51.5230009,-0.1802225
51.508546,-0.1246113
51.5088961,-0.1352898
51.5255094,-0.1964991
51.4939354,-0.1294431
51.4982143,-0.1467334
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4965709,-0.1428958
51.4889396,-0.1326784
51.5136331,-0.1914341
51.5145432,-0.1563178
51.5145432,-0.1563178
51.5294951,-0.1671315
51.5302302,-0.169193
51.4929045,-0.1396595
51.5168534,-0.1459909
51.510896,-0.1298614
51.5105986,-0.1308323
51.5105986,-0.1308323
51.5105986,-0.1308323
51.5105986,-0.1308323
51.4959139,-0.1454804
51.5206568,-0.1539374
51.5204834,-0.140683
51.5144699,-0.1385788
51.506663,-0.12731
51.5210718,-0.1805013
51.5065595,-0.1224161
51.5083368,-0.1272176
51.5083368,-0.1272176
51.5129456,-0.1328859
51.4944762,-0.1372617
51.4944762,-0.1372617
51.5101044,-0.1247778
51.5101044,-0.1247778
51.5002,-0.1262508
51.5024394,-0.1562014
51.5104519,-0.1257003
51.5104519,-0.1257003
51.5169422,-0.1512996
51.5103592,-0.1241106
51.5103592,-0.1241106
51.5147506,-0.1234628
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.507892,-0.1383138
51.5256015,-0.1780141
51.5171828,-0.138396
51.5171828,-0.138396
51.5171828,-0.138396
51.526466,-0.1990562
51.5089125,-0.1408518
51.5089125,-0.1408518
51.4927033,-0.147683
51.4927033,-0.147683
51.4927033,-0.147683
51.4927033,-0.147683
51.4927033,-0.147683
51.4927033,-0.147683
51.5140319,-0.1359159
51.5113194,-0.1252219
51.4962319,-0.1402299
51.4929766,-0.1311859
51.5212092,-0.1439256
51.5166515,-0.1531977
51.5000406,-0.1407178
51.5000406,-0.1407178
51.5000406,-0.1407178
51.4857057,-0.1456131
51.4960832,-0.141601
51.5135289,-0.1359509
51.5135289,-0.1359509
51.5135289,-0.1359509
51.5161264,-0.1409614
51.5202569,-0.160541
51.5202569,-0.160541
51.5202569,-0.160541
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5123302,-0.1329589
51.5115368,-0.1226869
51.5115368,-0.1226869
51.508578,-0.1271751
51.5100942,-0.1296115
51.5100942,-0.1296115
51.5150683,-0.1565416
51.523994,-0.1860402
51.48896,-0.1398633
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5092523,-0.133373
51.5084028,-0.1421695
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5097958,-0.1279754
51.5096036,-0.1276298
51.4992588,-0.1490971
51.5216964,-0.1525692
51.4858927,-0.1335929
51.4934606,-0.1322999
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
51.5094764,-0.1269071
51.5252389,-0.1801477
51.5252389,-0.1801477
